Name,Team,ADP,MIN,MAX,Spread,Leagues Drafted
Matt Olson,ATL,52.27272727272727,33,70,37,22.0
Austin Riley,ATL,64.45454545454545,52,76,24,22.0
Devin Williams,NYM,55.86363636363637,41,75,34,22.0
Brice Turang,MLW,55.22727272727273,40,71,31,22.0
Mookie Betts,LAD,56.63636363636363,40,69,29,22.0
Rafael Devers,SF,60.63636363636363,46,85,39,22.0
Cody Bellinger,NYY,77.36363636363636,50,96,46,22.0
Josh Naylor,SEA,63.86363636363637,48,86,38,22.0
William Contreras,MLW,55.54545454545455,40,70,30,22.0
Joe Ryan,MIN,75.54545454545455,61,90,29,22.0
Eury Perez,MIA,82.45454545454545,62,94,32,22.0
Freddy Peralta,NYM,60.13636363636363,35,73,38,22.0
Ben Rice,NYY,59.54545454545455,47,72,25,22.0
George Kirby,SEA,66.86363636363636,56,88,32,22.0
Riley Greene,DET,70.0,51,87,36,22.0
Jackson Merrill,SD,67.5,49,80,31,22.0
Shea Langeliers,ATH,59.36363636363637,52,70,18,22.0
Freddie Freeman,LAD,63.95454545454545,43,81,38,22.0
Hunter Goodman,COL,71.36363636363636,54,87,33,22.0
Jarren Duran,BOS,70.95454545454545,56,83,27,22.0
Maikel Garcia,KC,68.68181818181819,48,85,37,22.0
Aroldis Chapman,BOS,58.95454545454545,43,73,30,22.0
Oneil Cruz,PIT,91.86363636363636,73,117,44,22.0
David Bednar,NYY,55.5,39,75,36,22.0
CJ Abrams,WAS,58.77272727272727,34,81,47,22.0
Dylan Cease,TOR,75.36363636363636,59,100,41,22.0
Tyler Soderstrom,ATH,89.36363636363636,73,111,38,22.0
Jesus Luzardo,PHI,81.36363636363636,67,103,36,22.0
Vinnie Pasquantino,KC,76.54545454545455,64,88,24,22.0
Kyle Bradish,BAL,77.4090909090909,65,94,29,22.0
Framber Valdez,DET,81.9090909090909,74,96,22,22.0
Nolan McLean,NYM,94.45454545454545,72,111,39,22.0
Nick Pivetta,SD,97.33333333333333,80,119,39,21.0
Randy Arozarena,SEA,92.5909090909091,83,113,30,22.0
Seiya Suzuki,CHC,91.45454545454545,75,103,28,22.0
Carlos Estevez,KC,115.33333333333333,84,160,76,21.0
Michael Busch,CHC,107.18181818181819,88,134,46,22.0
Byron Buxton,MIN,79.04545454545455,67,93,26,22.0
Drake Baldwin,ATL,85.36363636363636,59,101,42,22.0
Raisel Iglesias,ATL,88.13636363636364,63,138,75,22.0
Ryan Helsley,BAL,81.31818181818181,64,105,41,22.0
Pete Fairbanks,MIA,106.52380952380952,80,134,54,21.0
Kevin Gausman,TOR,115.28571428571429,79,142,63,21.0
Bo Bichette,NYM,94.45454545454545,75,117,42,22.0
Geraldo Perdomo,ARZ,84.18181818181819,62,112,50,22.0
George Springer,TOR,98.68181818181819,75,119,44,22.0
Jeremy Pena,HOU,102.75,81,134,53,20.0
Nico Hoerner,CHC,99.18181818181819,86,112,26,22.0
Chase Burns,CIN,107.65,91,132,41,20.0
Corey Seager,TEX,97.04545454545455,77,119,42,22.0
Daniel Palencia,CHC,99.5,72,121,49,22.0
Eugenio Suarez,CIN,98.36363636363636,75,131,56,22.0
Spencer Strider,ATL,113.0909090909091,84,140,56,22.0
Salvador Perez,KC,92.9090909090909,73,112,39,22.0
Emmet Sheehan,LAD,119.19047619047619,97,136,39,21.0
Agustin Ramirez,MIA,85.95454545454545,67,107,40,22.0
Zack Wheeler,PHI,128.05263157894737,65,160,95,19.0
Nick Lodolo,CIN,118.84210526315789,93,139,46,19.0
Jeff Hoffman,TOR,102.31818181818181,84,122,38,22.0
Christian Yelich,MLW,122.95,94,142,48,20.0
Yainer Diaz,HOU,116.19047619047619,89,147,58,21.0
Luis Robert Jr.,NYM,114.27272727272727,100,143,43,22.0
Yandy Diaz,TB,133.66666666666666,113,180,67,21.0
Alex Bregman,CHC,108.47619047619048,90,128,38,21.0
Teoscar Hernandez,LAD,121.0952380952381,102,151,49,21.0
Michael Harris II,ATL,102.04545454545455,87,122,35,22.0
Will Smith,LAD,95.86363636363636,58,118,60,22.0
Ceddanne Rafaela,BOS,126.0952380952381,109,153,44,21.0
Ryan Pepiot,TB,127.95,101,145,44,20.0
Willy Adames,SF,115.4090909090909,101,131,30,22.0
Jo Adell,LAA,123.9,107,141,34,20.0
Jose Altuve,HOU,119.27272727272727,103,146,43,22.0
Andy Pages,LAD,131.05263157894737,116,154,38,19.0
Emilio Pagan,CIN,118.42857142857143,78,148,70,21.0
Jacob Misiorowski,MLW,126.94736842105263,97,153,56,19.0
Griffin Jax,TB,141.72727272727272,105,166,61,11.0
Josh Hader,HOU,96.95454545454545,65,135,70,22.0
Blake Snell,LAD,132.33333333333334,93,179,86,12.0
Brandon Woodruff,MLW,134.73684210526315,104,170,66,19.0
Drew Rasmussen,TB,132.58823529411765,120,146,26,17.0
Kyle Stowers,MIA,139.05882352941177,114,179,65,17.0
Jakob Marsee,MIA,131.57894736842104,110,151,41,19.0
Luke Keaschall,MIN,124.57894736842105,91,149,58,19.0
Sonny Gray,BOS,124.27777777777777,102,149,47,18.0
Michael King,SD,133.95,102,150,48,20.0
Trevor Story,BOS,110.86363636363636,86,137,51,22.0
Trevor Megill,MLW,122.6875,79,165,86,16.0
Dansby Swanson,CHC,134.42105263157896,107,149,42,19.0
Sandy Alcantara,MIA,148.27272727272728,129,165,36,11.0
Brandon Nimmo,TEX,143.14285714285714,121,177,56,14.0
Brandon Lowe,PIT,161.33333333333334,125,181,56,6.0
Mike Trout,LAA,154.83333333333334,100,211,111,6.0
Nathan Eovaldi,TEX,142.1875,109,171,62,16.0
Dennis Santana,PIT,140.0909090909091,117,163,46,11.0
Taylor Ward,BAL,141.28571428571428,127,155,28,14.0
Lawrence Butler,ATH,159.1,125,180,55,10.0
Jac Caglianone,KC,164.0,148,189,41,8.0
Tyler Glasnow,LAD,120.45,88,149,61,20.0
Cam Schlittler,NYY,135.5,110,155,45,14.0
Luis Castillo,SEA,146.9,109,185,76,10.0
Gavin Williams,CLE,155.54545454545453,134,184,50,11.0
Tatsuya Imai,HOU,162.11111111111111,153,170,17,9.0
Edward Cabrera,CHC,167.16666666666666,150,184,34,6.0
Bubba Chandler,PIT,145.84615384615384,118,171,53,13.0
Alec Burleson,STL,159.3,132,182,50,10.0
Matt Chapman,SF,152.45454545454547,119,191,72,11.0
Adley Rutschman,BAL,136.28571428571428,107,158,51,14.0
Konnor Griffin,PIT,144.625,101,172,71,16.0
Noelvi Marte,CIN,137.28571428571428,120,160,40,14.0
Brenton Doyle,COL,154.45454545454547,141,183,42,11.0
Dylan Crews,WAS,156.0,140,168,28,7.0
Samuel Basallo,BAL,162.25,136,193,57,8.0
Kenley Jansen,DET,125.22222222222223,92,171,79,18.0
Bryson Stott,PHI,172.57142857142858,149,200,51,7.0
Steven Kwan,CLE,158.8,140,181,41,10.0
Tanner Bibee,CLE,166.5,146,177,31,4.0
Carter Jensen,KC,172.8,162,183,21,5.0
Willson Contreras,BOS,174.75,136,207,71,8.0
Shota Imanaga,CHC,158.5,148,171,23,8.0
Chandler Simpson,TB,155.45454545454547,133,177,44,11.0
Ian Happ,CHC,153.6,125,176,51,5.0
Ryan Walker,SF,148.36363636363637,130,173,43,11.0
Alejandro Kirk,TOR,158.30769230769232,136,174,38,13.0
MacKenzie Gore,TEX,160.14285714285714,123,178,55,7.0
Trevor Rogers,BAL,154.5,113,185,72,10.0
Jonathan Aranda,TB,173.83333333333334,151,187,36,6.0
Gabriel Moreno,ARZ,172.28571428571428,158,186,28,7.0
Cade Horton,CHC,172.75,164,180,16,4.0
Christian Walker,HOU,180.0,180,180,0,1.0
Sal Stewart,CIN,163.25,139,185,46,8.0
Kyle Teel,CWS,177.0,172,182,10,5.0
Jacob Wilson,ATH,164.85714285714286,150,183,33,7.0
Addison Barger,TOR,167.75,140,184,44,4.0
Francisco Alvarez,NYM,166.75,131,185,54,8.0
Bryan Reynolds,PIT,187.0,186,188,2,2.0
Spencer Torkelson,DET,188.5,176,205,29,4.0
Jackson Holliday,BAL,157.85714285714286,131,190,59,7.0
Trey Yesavage,TOR,146.66666666666666,120,189,69,12.0
Kris Bubic,KC,181.0,172,190,18,2.0
Royce Lewis,MIN,186.75,174,201,27,4.0
Matt McLain,CIN,171.57142857142858,143,194,51,7.0
Shohei Ohtani,LAD,1.2727272727272727,1,3,2,22.0
Aaron Judge,NYY,2.090909090909091,1,4,3,22.0
Bobby Witt Jr.,KC,2.772727272727273,1,4,3,22.0
Tarik Skubal,DET,7.0,4,11,7,22.0
Jose Ramirez,CLE,5.636363636363637,4,9,5,22.0
Juan Soto,NYM,4.363636363636363,3,6,3,22.0
Ronald Acuna Jr.,ATL,6.0,3,10,7,22.0
Paul Skenes,PIT,9.590909090909092,8,13,5,22.0
Elly De La Cruz,CIN,8.727272727272727,5,13,8,22.0
Julio Rodriguez,SEA,9.136363636363637,6,13,7,22.0
Fernando Tatis Jr.,SD,13.318181818181818,11,18,7,22.0
Garrett Crochet,BOS,11.818181818181818,9,18,9,22.0
Gunnar Henderson,BAL,14.136363636363637,12,19,7,22.0
Vladimir Guerrero Jr.,TOR,17.454545454545453,14,21,7,22.0
Kyle Tucker,LAD,12.318181818181818,8,16,8,22.0
Jazz Chisholm Jr.,NYY,20.227272727272727,16,26,10,22.0
Jackson Chourio,MLW,19.454545454545453,15,23,8,22.0
Junior Caminero,TB,17.0,12,19,7,22.0
Corbin Carroll,ARZ,14.181818181818182,9,25,16,22.0
Edwin Diaz,LAD,31.454545454545453,20,42,22,22.0
Cal Raleigh,SEA,18.454545454545453,12,25,13,22.0
Cristopher Sanchez,PHI,27.181818181818183,14,37,23,22.0
Francisco Lindor,NYM,24.181818181818183,17,32,15,22.0
Kyle Schwarber,PHI,23.136363636363637,16,29,13,22.0
Trea Turner,PHI,25.40909090909091,22,30,8,22.0
Mason Miller,SD,29.045454545454547,19,36,17,22.0
Pete Crow-Armstrong,CHC,34.13636363636363,24,45,21,22.0
Yordan Alvarez,HOU,36.31818181818182,28,45,17,22.0
Yoshinobu Yamamoto,LAD,27.136363636363637,20,35,15,22.0
Nick Kurtz,ATH,21.545454545454547,15,30,15,22.0
Hunter Brown,HOU,37.18181818181818,26,55,29,22.0
Pete Alonso,BAL,24.545454545454547,18,34,16,22.0
Ketel Marte,ARZ,32.95454545454545,21,42,21,22.0
Manny Machado,SD,35.81818181818182,24,51,27,22.0
Cade Smith,CLE,39.31818181818182,26,53,27,22.0
Jhoan Duran,PHI,39.45454545454545,28,48,20,22.0
Andres Munoz,SEA,36.22727272727273,21,45,24,22.0
Bryan Woo,SEA,35.54545454545455,28,44,16,22.0
Logan Gilbert,SEA,37.77272727272727,31,54,23,22.0
Chris Sale,ATL,41.13636363636363,17,61,44,22.0
William Contreras,MLW,55.54545454545455,40,70,30,22.0
Zach Neto,LAA,29.5,23,42,19,22.0
David Bednar,NYY,55.5,39,75,36,22.0
Cole Ragans,KC,49.09090909090909,32,59,27,22.0
Devin Williams,NYM,55.86363636363637,41,75,34,22.0
Brent Rooker,ATH,43.54545454545455,33,58,25,22.0
James Wood,WAS,36.18181818181818,25,47,22,22.0
Max Fried,NYY,52.72727272727273,46,66,20,22.0
Ben Rice,NYY,59.54545454545455,47,72,25,22.0
Freddy Peralta,NYM,60.13636363636363,35,73,38,22.0
Logan Webb,SF,51.59090909090909,38,72,34,22.0
Austin Riley,ATL,64.45454545454545,52,76,24,22.0
Wyatt Langford,TEX,45.95454545454545,31,58,27,22.0
Hunter Greene,CIN,48.04545454545455,37,60,23,22.0
Jacob deGrom,TEX,53.22727272727273,39,66,27,22.0
Shea Langeliers,ATH,59.36363636363637,52,70,18,22.0
Roman Anthony,BOS,57.81818181818182,47,72,25,22.0
Bryce Harper,PHI,44.22727272727273,31,58,27,22.0
Drake Baldwin,ATL,85.36363636363636,59,101,42,22.0
Mookie Betts,LAD,56.63636363636363,40,69,29,22.0
George Kirby,SEA,66.86363636363636,56,88,32,22.0
Will Smith,LAD,95.86363636363636,58,118,60,22.0
Aroldis Chapman,BOS,58.95454545454545,43,73,30,22.0
Dylan Cease,TOR,75.36363636363636,59,100,41,22.0
Hunter Goodman,COL,71.36363636363636,54,87,33,22.0
Joe Ryan,MIN,75.54545454545455,61,90,29,22.0
CJ Abrams,WAS,58.77272727272727,34,81,47,22.0
Riley Greene,DET,70.0,51,87,36,22.0
Matt Olson,ATL,52.27272727272727,33,70,37,22.0
Freddie Freeman,LAD,63.95454545454545,43,81,38,22.0
Brice Turang,MLW,55.22727272727273,40,71,31,22.0
Vinnie Pasquantino,KC,76.54545454545455,64,88,24,22.0
Jesus Luzardo,PHI,81.36363636363636,67,103,36,22.0
Eury Perez,MIA,82.45454545454545,62,94,32,22.0
Kyle Bradish,BAL,77.4090909090909,65,94,29,22.0
Framber Valdez,DET,81.9090909090909,74,96,22,22.0
Rafael Devers,SF,60.63636363636363,46,85,39,22.0
Jarren Duran,BOS,70.95454545454545,56,83,27,22.0
Jackson Merrill,SD,67.5,49,80,31,22.0
Geraldo Perdomo,ARZ,84.18181818181819,62,112,50,22.0
Maikel Garcia,KC,68.68181818181819,48,85,37,22.0
Byron Buxton,MIN,79.04545454545455,67,93,26,22.0
Salvador Perez,KC,92.9090909090909,73,112,39,22.0
Nick Pivetta,SD,97.33333333333333,80,119,39,21.0
Agustin Ramirez,MIA,85.95454545454545,67,107,40,22.0
Josh Naylor,SEA,63.86363636363637,48,86,38,22.0
Raisel Iglesias,ATL,88.13636363636364,63,138,75,22.0
Tyler Glasnow,LAD,120.45,88,149,61,20.0
Nolan McLean,NYM,94.45454545454545,72,111,39,22.0
Ryan Helsley,BAL,81.31818181818181,64,105,41,22.0
Cody Bellinger,NYY,77.36363636363636,50,96,46,22.0
Alex Bregman,CHC,108.47619047619048,90,128,38,21.0
Seiya Suzuki,CHC,91.45454545454545,75,103,28,22.0
Jeremy Pena,HOU,102.75,81,134,53,20.0
Nico Hoerner,CHC,99.18181818181819,86,112,26,22.0
Randy Arozarena,SEA,92.5909090909091,83,113,30,22.0
Tyler Soderstrom,ATH,89.36363636363636,73,111,38,22.0
Jeff Hoffman,TOR,102.31818181818181,84,122,38,22.0
George Springer,TOR,98.68181818181819,75,119,44,22.0
Michael Harris II,ATL,102.04545454545455,87,122,35,22.0
Spencer Strider,ATL,113.0909090909091,84,140,56,22.0
Josh Hader,HOU,96.95454545454545,65,135,70,22.0
Kevin Gausman,TOR,115.28571428571429,79,142,63,21.0
Bo Bichette,NYM,94.45454545454545,75,117,42,22.0
Michael Busch,CHC,107.18181818181819,88,134,46,22.0
Nick Lodolo,CIN,118.84210526315789,93,139,46,19.0
Luis Robert Jr.,NYM,114.27272727272727,100,143,43,22.0
Eugenio Suarez,CIN,98.36363636363636,75,131,56,22.0
Luis Castillo,SEA,146.9,109,185,76,10.0
Pete Fairbanks,MIA,106.52380952380952,80,134,54,21.0
Chase Burns,CIN,107.65,91,132,41,20.0
Emmet Sheehan,LAD,119.19047619047619,97,136,39,21.0
Yandy Diaz,TB,133.66666666666666,113,180,67,21.0
Yainer Diaz,HOU,116.19047619047619,89,147,58,21.0
Corey Seager,TEX,97.04545454545455,77,119,42,22.0
Christian Yelich,MLW,122.95,94,142,48,20.0
Oneil Cruz,PIT,91.86363636363636,73,117,44,22.0
Emilio Pagan,CIN,118.42857142857143,78,148,70,21.0
Jacob Misiorowski,MLW,126.94736842105263,97,153,56,19.0
Trevor Story,BOS,110.86363636363636,86,137,51,22.0
Daniel Palencia,CHC,99.5,72,121,49,22.0
Bubba Chandler,PIT,145.84615384615384,118,171,53,13.0
Ryan Pepiot,TB,127.95,101,145,44,20.0
Cam Schlittler,NYY,135.5,110,155,45,14.0
Willy Adames,SF,115.4090909090909,101,131,30,22.0
Sonny Gray,BOS,124.27777777777777,102,149,47,18.0
Ceddanne Rafaela,BOS,126.0952380952381,109,153,44,21.0
Jakob Marsee,MIA,131.57894736842104,110,151,41,19.0
Teoscar Hernandez,LAD,121.0952380952381,102,151,49,21.0
Ryan Walker,SF,148.36363636363637,130,173,43,11.0
Brandon Woodruff,MLW,134.73684210526315,104,170,66,19.0
Alec Burleson,STL,159.3,132,182,50,10.0
Drew Rasmussen,TB,132.58823529411765,120,146,26,17.0
Konnor Griffin,PIT,144.625,101,172,71,16.0
Adley Rutschman,BAL,136.28571428571428,107,158,51,14.0
Samuel Basallo,BAL,162.25,136,193,57,8.0
Griffin Jax,TB,141.72727272727272,105,166,61,11.0
Jo Adell,LAA,123.9,107,141,34,20.0
Zack Wheeler,PHI,128.05263157894737,65,160,95,19.0
Noelvi Marte,CIN,137.28571428571428,120,160,40,14.0
Abner Uribe,MLW,140.53846153846155,121,174,53,13.0
Carlos Estevez,KC,115.33333333333333,84,160,76,21.0
Matt Chapman,SF,152.45454545454547,119,191,72,11.0
Taylor Ward,BAL,141.28571428571428,127,155,28,14.0
Kenley Jansen,DET,125.22222222222223,92,171,79,18.0
Jose Altuve,HOU,119.27272727272727,103,146,43,22.0
Luke Keaschall,MIN,124.57894736842105,91,149,58,19.0
Michael King,SD,133.95,102,150,48,20.0
Dansby Swanson,CHC,134.42105263157896,107,149,42,19.0
Ozzie Albies,ATL,156.33333333333334,135,183,48,9.0
Blake Snell,LAD,132.33333333333334,93,179,86,12.0
Xavier Edwards,MIA,163.6,152,203,51,5.0
Trey Yesavage,TOR,146.66666666666666,120,189,69,12.0
Andy Pages,LAD,131.05263157894737,116,154,38,19.0
Sandy Alcantara,MIA,148.27272727272728,129,165,36,11.0
Ian Happ,CHC,153.6,125,176,51,5.0
Chandler Simpson,TB,155.45454545454547,133,177,44,11.0
Nathan Eovaldi,TEX,142.1875,109,171,62,16.0
Shota Imanaga,CHC,158.5,148,171,23,8.0
Alejandro Kirk,TOR,158.30769230769232,136,174,38,13.0
Jackson Holliday,BAL,157.85714285714286,131,190,59,7.0
Carter Jensen,KC,172.8,162,183,21,5.0
Dennis Santana,PIT,140.0909090909091,117,163,46,11.0
Gabriel Moreno,ARZ,172.28571428571428,158,186,28,7.0
Jacob Wilson,ATH,164.85714285714286,150,183,33,7.0
MacKenzie Gore,TEX,160.14285714285714,123,178,55,7.0
Francisco Alvarez,NYM,166.75,131,185,54,8.0
Dylan Crews,WAS,156.0,140,168,28,7.0
Shane Baz,BAL,171.0,169,173,4,2.0
Kyle Stowers,MIA,139.05882352941177,114,179,65,17.0
Ezequiel Tovar,COL,171.0,171,171,0,1.0
Kyle Teel,CWS,177.0,172,182,10,5.0
Robbie Ray,SF,160.0,116,175,59,6.0
Jonathan Aranda,TB,173.83333333333334,151,187,36,6.0
Edward Cabrera,CHC,167.16666666666666,150,184,34,6.0
Brandon Nimmo,TEX,143.14285714285714,121,177,56,14.0
J.T. Realmuto,PHI,171.5,166,177,11,2.0
Austin Wells,NYY,191.0,178,204,26,2.0
Masyn Winn,STL,179.0,179,179,0,1.0
Lawrence Butler,ATH,159.1,125,180,55,10.0
Steven Kwan,CLE,158.8,140,181,41,10.0
Carlos Correa,HOU,182.0,182,182,0,1.0
Brenton Doyle,COL,154.45454545454547,141,183,42,11.0
Gavin Williams,CLE,155.54545454545453,134,184,50,11.0
Trevor Rogers,BAL,154.5,113,185,72,10.0
Willson Contreras,BOS,174.75,136,207,71,8.0
Shohei Ohtani,LAD,1.2727272727272727,1,3,2,22.0
Aaron Judge,NYY,2.090909090909091,1,4,3,22.0
Bobby Witt Jr.,KC,2.772727272727273,1,4,3,22.0
Juan Soto,NYM,4.363636363636363,3,6,3,22.0
Jose Ramirez,CLE,5.636363636363637,4,9,5,22.0
Ronald Acuna Jr.,ATL,6.0,3,10,7,22.0
